Line,"Adult/
Larval",Main annotator,Lab,Quality,Sex difference,VNC only,Brain only,DOI to cite,First author(s) & year,Janelia Robot ID,Cell types,EM Body IDs,Alias,Genotype
SS42050,Adult,Erica Ehrhardt,DI,2,N,No,No,10.1101/2023.05.31.542897,"Ehrhardt, Whitehead; 2023",3028626,"HBI015 19B, HBI016","18282, 25115",VT040003-x-VT048635,w[1118]; P{y[+t7.7] w[+mC]=VT040003-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT048635-GAL4.DBD}attP2
SS42079,Adult,Erica Ehrhardt,DI,1,N,Yes,No,10.1101/2023.05.31.542897,"Ehrhardt, Whitehead; 2023",3029374,"NBI010 6A, NBI011 6A, NBI012 6A","21092, 18804, 26184",GMR_96A08-x-GMR_79E01,w[1118]; P{y[+t7.7] w[+mC]=R96A08-p65.AD}attP40; P{y[+t7.7] w[+mC]=R79E01-GAL4.DBD}attP2
SS42385,Adult,Erica Ehrhardt,DI,1,N,Yes,No,10.1101/2023.05.31.542897,"Ehrhardt, Whitehead; 2023",3026822,"T2VUM2 0B, T2VUM3 0B, T2VUM4 0B","11900, 11919, 12395",VT014349-x-GMR_11C01,w[1118]; P{y[+t7.7] w[+mC]=VT014349-p65.AD}attP40; P{y[+t7.7] w[+mC]=R11C01-GAL4.DBD}attP2
SS42438,Adult,Kaiyu Wang,Dickson,1,N,Yes,No,10.1101/2023.05.31.542897,"Ehrhardt, Whitehead; 2023",3026835,"WUL011 17A, WUL012 17A, WBL014 17A, WBL016 17A, WBL018 17A, WBL020 17A, WBI013 17A","167001, 14309, 12742, 13229, 12520, 10817, 12056",GMR_22H01_XA_21-x-GMR_21B02,w[1118]; P{y[+t7.7] w[+mC]=R22H01-p65.AD}attP40; P{y[+t7.7] w[+mC]=R21B02-GAL4.DBD}attP2
SS42439,Adult,Erica Ehrhardt,DI,1,N,Yes,No,10.1101/2023.05.31.542897,"Ehrhardt, Whitehead; 2023",3026823,"WUL007 17A, WUL012 17A, WBL015 17A, WBL019 17A","14661, 14309, 11302, 12207",GMR_22H01_XA_21-x-GMR_95F12,w[1118]; P{y[+t7.7] w[+mC]=R22H01-p65.AD}attP40; P{y[+t7.7] w[+mC]=R95F12-GAL4.DBD}attP2
SS42442,Adult,Erica Ehrhardt,DI,2,N,No,No,10.1101/2023.05.31.542897,"Ehrhardt, Whitehead; 2023",3029207,"WUL008 17A, WUL009 17A, WBL014 17A","16009, 15754, 12742",GMR_23B09-x-GMR_21B02,w[1118]; P{y[+t7.7] w[+mC]=VT003476-p65.AD}attP40; P{y[+t7.7] w[+mC]=R19E06-GAL4.DBD}attP2
SS42446,Adult,Erica Ehrhardt,DI,1,N,Yes,No,10.1101/2023.05.31.542897,"Ehrhardt, Whitehead; 2023",3026828,"WBI005 6A, WBI006 6A, WBI007 6A, WBI009 6A","158479, 26231, 13756, 154996",GMR_26B04_BB_21-x-GMR_39H12,w[1118]; P{y[+t7.7] w[+mC]=R26B04-p65.AD}attP40; P{y[+t7.7] w[+mC]=R39H12-GAL4.DBD}attP2
SS42447,Adult,Erica Ehrhardt,DI,1,N,Yes,No,10.1101/2023.05.31.542897,"Ehrhardt, Whitehead; 2023",3026821,"WBL021 6B, WUI006 6B, WUI008 6B, WUI009 6B","22821, 21505, 18559, 21009",GMR_26B04_BB_21-x-GMR_76H04,w[1118]; P{y[+t7.7] w[+mC]=R26B04-p65.AD}attP40; P{y[+t7.7] w[+mC]=R76H04-GAL4.DBD}attP2
SS42464,Adult,Erica Ehrhardt,DI,1,N,Yes,No,10.1101/2023.05.31.542897,"Ehrhardt, Whitehead; 2023",3026810,"tp2 MN, C2BI006 7B, C2BI007 7B, C2BI009 7B","10766, 23748, 24211, 21493",GMR_41G04_BB_21-x-VT014480,w[1118]; P{y[+t7.7] w[+mC]=R41G04-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT014480-GAL4.DBD}attP2
SS42465,Adult,Erica Ehrhardt,DI,1,N,Yes,No,10.1101/2023.05.31.542897,"Ehrhardt, Whitehead; 2023",3026817,"WBL001 18B, WBL003 18B, WBL005 18B, WBL010 12A, WBL011 12A","15505, 19834, 13479, 18452, 20452",GMR_41G04_BB_21-x-VT050239,w[1118]; P{y[+t7.7] w[+mC]=R41G04-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT050239-GAL4.DBD}attP2
SS42475,Adult,Erica Ehrhardt,DI,4,N,Yes,No,10.1101/2023.05.31.542897,"Ehrhardt, Whitehead; 2023",3026808,"XBI002 0A, C2BI005 7B","21089, 23779",GMR_64E06_XA_21-x-VT014480,w[1118]; P{y[+t7.7] w[+mC]=R64E06-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT014480-GAL4.DBD}attP2
SS42493,Adult,Erica Ehrhardt,DI,1,N,No,No,10.1101/2023.05.31.542897,"Ehrhardt, Whitehead; 2023",3026816,HBI015 19B,18282,GMR_92A09_XA_21-x-VT031084,w[1118]; P{y[+t7.7] w[+mC]=R92A09-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT031084-GAL4.DBD}attP2
SS42498,Adult,Erica Ehrhardt,DI,2,N,No,No,10.1101/2023.05.31.542897,"Ehrhardt, Whitehead; 2023",3026834,"WUL007 17A, WUL008 17A, WUL010 17A, WUL012 17A, WBL014 17A","14661, 16009, 16664, 14309, 12742",GMR_95F12_BB_21-x-GMR_21B02,w[1118]; P{y[+t7.7] w[+mC]=R95F12-p65.AD}attP40; P{y[+t7.7] w[+mC]=R21B02-GAL4.DBD}attP2
SS42499,Adult,Erica Ehrhardt,DI,1,N,Yes,No,10.1101/2023.05.31.542897,"Ehrhardt, Whitehead; 2023",3026826,"C2BI005 7B, WBI012 3B, HBI003","23779, 26518, 24372",GMR_9F12_XA_21-x-GMR_87G07,w; 09F12-p65ADZp in attP40; 87G07-ZpGdbd in attP2
SS43546,Adult,Erica Ehrhardt,DI,2,N,Yes,No,10.1101/2023.05.31.542897,"Ehrhardt, Whitehead; 2023",3029170,XBL001 18B,11915,GMR_48A03-x-VT063560,w[1118]; P{y[+t7.7] w[+mC]=R48A03-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT063560-GAL4.DBD}attP2
SS43979,Adult,Erica Ehrhardt,DI,4,N,Yes,No,10.1101/2023.05.31.542897,"Ehrhardt, Whitehead; 2023",3027064,HBI003,166363,VT025783-x-GMR_33E06,w[1118]; P{y[+t7.7] w[+mC]=VT025783-p65.AD}attP40; P{y[+t7.7] w[+mC]=R33E06-GAL4.DBD}attP2
SS44002,Adult,Erica Ehrhardt,DI,1,N,Yes,No,10.1101/2023.05.31.542897,"Ehrhardt, Whitehead; 2023",3027079,"WBL031 3B, WBL032 3B, HBI006 8B","10042, 13557, 25470",VT008182-x-GMR_31E10,w[1118]; P{y[+t7.7] w[+mC]=VT008182-p65.AD}attP40; P{y[+t7.7] w[+mC]=R31E10-GAL4.DBD}attP2
SS44003,Adult,Erica Ehrhardt,DI,1,N,Yes,No,10.1101/2023.05.31.542897,"Ehrhardt, Whitehead; 2023",3027060,"WBL030 3B, WBL031 3B, WBL032 3B, WBI018 11B, WBI019 11B","16142, 10042, 13557, 20190, 16248",VT008182-x-GMR_38A07,w[1118]; P{y[+t7.7] w[+mC]=VT008182-p65.AD}attP40; P{y[+t7.7] w[+mC]=R38A07-GAL4.DBD}attP2
SS44005,Adult,Jim Truman,Truman,1,N,Yes,No,10.1101/2023.05.31.542897,"Ehrhardt, Whitehead; 2023",3027058,WBI018 11B,20190,VT008182-x-GMR_94H03,w[1118]; P{y[+t7.7] w[+mC]=VT008182-p65.AD}attP40; P{y[+t7.7] w[+mC]=R94H03-GAL4.DBD}attP2
SS44009,Adult,Jim Truman,Truman,2,N,No,No,10.1101/2023.05.31.542897,"Ehrhardt, Whitehead; 2023",3027296,03B,,VT026034-x-VT033050,"w[1118]; P{y[+t7.7] w[+mC]=VT026034-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT033050-GAL4.DBD}attP2/TM6B, Tb[1]"
SS44028,Adult,Erica Ehrhardt,DI,1,N,Yes,Yes,10.1101/2023.05.31.542897,"Ehrhardt, Whitehead; 2023",3027071,leg ascending neuron,,VT040354-x-GMR_26B07,w[1118]; P{y[+t7.7] w[+mC]=VT040354-p65.AD}attP40; P{y[+t7.7] w[+mC]=R26B07-GAL4.DBD}attP2
SS44034,Adult,Erica Ehrhardt,DI,1,N,Yes,No,10.1101/2023.05.31.542897,"Ehrhardt, Whitehead; 2023",3027054,leg intersegmental neuron,,GMR_13E04-x-VT026842,w[1118]; P{y[+t7.7] w[+mC]=R13E04-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT026842-GAL4.DBD}attP2
SS44039,Adult,Erica Ehrhardt,DI,1,N,Yes,No,10.1101/2023.05.31.542897,"Ehrhardt, Whitehead; 2023",3027033,DLMNs,"10589, 10014, 10088, 10592, 10892",GMR_14E09-x-VT021842,w[1118]; P{y[+t7.7] w[+mC]=VT021842-GAL4.DBD}attP2 P{y[+t7.7] w[+mC]=R14E09-p65.AD}su(Hw)attP1
SS44046,Adult,Erica Ehrhardt,DI,1,N,Yes,No,10.1101/2023.05.31.542897,"Ehrhardt, Whitehead; 2023",3027068,leg local interneuron,,GMR_18H03-x-GMR_52E12,w[1118]; P{y[+t7.7] w[+mC]=R18H03-p65.AD}attP40; P{y[+t7.7] w[+mC]=R52E12-GAL4.DBD}attP2
SS44051,Adult,Erica Ehrhardt,DI,1,N,Yes,No,10.1101/2023.05.31.542897,"Ehrhardt, Whitehead; 2023",3027069,"WBI018 11B, WBI019 11B","20190, 18653",GMR_20C03-x-GMR_28H03,w[1118]; P{y[+t7.7] w[+mC]=R20C03-p65.AD}attP40; P{y[+t7.7] w[+mC]=R28H03-GAL4.DBD}attP2
SS44054,Adult,Erica Ehrhardt,DI,4,N,No,No,10.1101/2023.05.31.542897,"Ehrhardt, Whitehead; 2023",3027081,HBI020 3B,10668,GMR_23B05-x-VT042757,"w[1118]; P{y[+t7.7] w[+mC]=VT042757-GAL4.DBD}attP2 PBac{y[+mDint2] w[+mC]=R23B05-p65.AD}VK00027/TM3, Sb[1]"
SS44081,Adult,DI,DI,1,N,Yes,No,10.1101/2023.05.31.542897,"Ehrhardt, Whitehead; 2023",3027085,"primary sensory, leg sensory",,GMR_84H05-x-GMR_13E04,w[1118]; P{y[+t7.7] w[+mC]=R13E04-GAL4.DBD}attP2 PBac{y[+mDint2] w[+mC]=R84H05-p65.AD}VK00027
SS44276,Adult,Erica Ehrhardt,DI,2,N,No,No,10.1101/2023.05.31.542897,"Ehrhardt, Whitehead; 2023",3028669,HBI013 6A,152354,VT050112-x-GMR_85H06,w[1118]; P{y[+t7.7] w[+mC]=VT050112-p65.AD}attP40; P{y[+t7.7] w[+mC]=R85H06-GAL4.DBD}attP2
SS44314,Adult,Erica Ehrhardt,DI,2,N,No,No,10.1101/2023.05.31.542897,"Ehrhardt, Whitehead; 2023",3029164,"NUL001 2A, WUL001 2A, WUL002 2A, HUL002 2A","18136, 23475, 24480, 19838",GMR_50G08-x-VT039458,w[1118]; P{y[+t7.7] w[+mC]=R50G08-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT039458-GAL4.DBD}attP2
SS45385,Adult,Erica Ehrhardt,DI,1,N,No,No,10.1101/2023.05.31.542897,"Ehrhardt, Whitehead; 2023",3028623,"WBI003 6A, WBI004 6A, WBI007 6A, WBI010 6A, WBI011 6A","16826, 16630, 13756, 39497, 17089",VT004417-x-VT014709,w[1118]; P{y[+t7.7] w[+mC]=VT004417-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT014709-GAL4.DBD}attP2
SS45607,Adult,Erica Ehrhardt,DI,1,N,Yes,No,10.1101/2023.05.31.542897,"Ehrhardt, Whitehead; 2023",3030797,"WBL001 18B, WBL005 18B, WBL007 18B","15505, 13479, 13645",GMR_23E04-x-GMR_83A12,w[1118]; P{y[+t7.7] w[+mC]=R23E04-p65.AD}JK22C; P{y[+t7.7] w[+mC]=R83A12-GAL4.DBD}attP2
SS45611,Adult,Erica Ehrhardt,DI,1,N,Yes,No,10.1101/2023.05.31.542897,"Ehrhardt, Whitehead; 2023",3030446,HBL001 6B,16313,GMR_72E10-x-VT000629,w[1118]; P{y[+t7.7] w[+mC]=R72E10-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT000629-GAL4.DBD}attP2
SS45766,Adult,DI,DI,1,N,Yes,No,10.1101/2023.05.31.542897,"Ehrhardt, Whitehead; 2023",3027320,"T2VUM1 0B, T2VUM2 0B, T2VUM3 0B","10597, 11900, 11919",VT056770-x-GMR_11C01,w[1118]; P{y[+t7.7] w[+mC]=VT056770-p65.AD}attP40; P{y[+t7.7] w[+mC]=R11C01-GAL4.DBD}attP2
SS45772,Adult,DI,DI,4,N,No,No,10.1101/2023.05.31.542897,"Ehrhardt, Whitehead; 2023",3027336,"tt MN, b2 MN, i2 MN","10110, 10064, 10145",VT004417-x-GMR_75F02,w[1118]; P{y[+t7.7] w[+mC]=VT004417-p65.AD}attP40; P{y[+t7.7] w[+mC]=R75F02-GAL4.DBD}attP2
SS45779,Adult,DI,DI,1,N,Yes,No,10.1101/2023.05.31.542897,"Ehrhardt, Whitehead; 2023",3027337,"WMN (mnb2?)b3 MN, iii3 MN, iii4 MN, hg1 MN","10055, 100725, 10123",VT042734-x-GMR_75F02,w[1118]; P{y[+t7.7] w[+mC]=VT042734-p65.AD}attP40; P{y[+t7.7] w[+mC]=R75F02-GAL4.DBD}attP2
SS45782,Adult,DI,DI,2,N,No,No,10.1101/2023.05.31.542897,"Ehrhardt, Whitehead; 2023",3027310,i2 MN,10145,VT045575-x-VT007752,w[1118]; P{y[+t7.7] w[+mC]=VT045575-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT007752-GAL4.DBD}attP2
SS45830,Adult,DI,DI,1,N,Yes,No,10.1101/2023.05.31.542897,"Ehrhardt, Whitehead; 2023",3027330,"T2LFN, WBL002 18B",17245,GMR_78B06-x-GMR_67E03,w[1118]; P{y[+t7.7] w[+mC]=R78B06-p65.AD}attP40; P{y[+t7.7] w[+mC]=R67E03-GAL4.DBD}attP2
SS45843,Adult,DI,DI,1,N,Yes,No,10.1101/2023.05.31.542897,"Ehrhardt, Whitehead; 2023",3027464,"T2LFNb, WBL002 18B, WBL003 18B, WBL005 18B","17245, 19834, 13479",GMR_95F12-x-GMR_59F02,w[1118]; P{y[+t7.7] w[+mC]=R95F12-p65.AD}attP40; P{y[+t7.7] w[+mC]=R59F02-GAL4.DBD}attP2
SS46260,Adult,Erica Ehrhardt,DI,1,N,Yes,No,10.1101/2023.05.31.542897,"Ehrhardt, Whitehead; 2023",3029378,"HUI003 17A, HUI004 17A, HUI005 17A","19710, 23127, 18798",GMR_81C11-x-GMR_54H10,w[1118]; P{y[+t7.7] w[+mC]=R81C11-p65.AD}attP40; P{y[+t7.7] w[+mC]=R54H10-GAL4.DBD}attP2
SS46295,Adult,Erica Ehrhardt,DI,1,N,No,No,10.1101/2023.05.31.542897,"Ehrhardt, Whitehead; 2023",3028591,WBI014 0A,25798,VT046018-x-GMR_76G11,w[1118]; P{y[+t7.7] w[+mC]=VT046018-p65.AD}attP40; P{y[+t7.7] w[+mC]=R76G11-GAL4.DBD}attP2
SS46645,Adult,Erica Ehrhardt,DI,2,N,No,No,10.1101/2023.05.31.542897,"Ehrhardt, Whitehead; 2023",3028504,T2VUM2 0B,11900,VT064569-x-VT056770,w[1118]; P{y[+t7.7] w[+mC]=VT064569-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT056770-GAL4.DBD}attP2
SS46675,Adult,Erica Ehrhardt,DI,1,N,Yes,No,10.1101/2023.05.31.542897,"Ehrhardt, Whitehead; 2023",3029169,"WBL015 17A, WBL017 17A, WBL018 17A","11302, 11032, 12520",GMR_22H01-x-VT008681,w[1118]; P{y[+t7.7] w[+mC]=R22H01-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT008681-GAL4.DBD}attP2
SS46725,Adult,Erica Ehrhardt,DI,2,N,No,No,10.1101/2023.05.31.542897,"Ehrhardt, Whitehead; 2023",3030451,WBL008,27768,VT004417-x-VT028869,w[1118]; P{y[+t7.7] w[+mC]=VT004417-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT028869-GAL4.DBD}attP2
SS47120,Adult,Erica Ehrhardt,DI,2,N,No,No,10.1101/2023.05.31.542897,"Ehrhardt, Whitehead; 2023",3027732,tp2 MN,10766,VT021762-x-VT042475,"w[1118]; P{y[+t7.7] w[+mC]=VT021762-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT042475-GAL4.DBD}attP2/TM6B, Tb[1]"
SS47125,Adult,Erica Ehrhardt,DI,1,N,No,No,10.1101/2023.05.31.542897,"Ehrhardt, Whitehead; 2023",3027744,tt MN,10110,VT025786-x-GMR_75F02,w[1118]; P{y[+t7.7] w[+mC]=VT025786-p65.AD}attP40; P{y[+t7.7] w[+mC]=R75F02-GAL4.DBD}attP2
SS47152,Adult,Erica Ehrhardt,DI,2,N,No,No,10.1101/2023.05.31.542897,"Ehrhardt, Whitehead; 2023",3027735,ps1 MN,10204,VT008474-x-VT006486,w[1118]; P{y[+t7.7] w[+mC]=VT008474-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT006486-GAL4.DBD}attP2
SS47160,Adult,Erica Ehrhardt,DI,1,N,No,No,10.1101/2023.05.31.542897,"Ehrhardt, Whitehead; 2023",3027745,"b2 MN, b3 MN, iii4 MN, hg1 MN, hg3 MN","10064, 10067, 13665, 10011, 10931 ",VT042734-x-GMR_10A12,"w[1118]; P{y[+t7.7] w[+mC]=VT042734-p65.AD}attP40; P{y[+t7.7] w[+mC]=R10A12-GAL4.DBD}attP2/TM6B, Tb[1]"
SS47192,Adult,Jim Truman,Truman,2,N,No,No,10.1101/2023.05.31.542897,"Ehrhardt, Whitehead; 2023",3031754,"WUL016 3B, WBL033 3B, 12A","22846, 10507",GMR_44D02-x-GMR_23B05,w[1118]; P{y[+t7.7] w[+mC]=R44D02-p65.AD}attP40; P{y[+t7.7] w[+mC]=R23B05-GAL4.DBD}attP2
SS47195,Adult,Erica Ehrhardt,DI,2,N,No,No,10.1101/2023.05.31.542897,"Ehrhardt, Whitehead; 2023",3027736,"hi1 MN, hb1 MN, hb2 MN","17022, 24257, 49582",GMR_44F09-x-VT046289,w[1118]; P{y[+t7.7] w[+mC]=R44F09-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT046289-GAL4.DBD}attP2
SS47200,Adult,Erica Ehrhardt,DI,1,N,Yes,No,10.1101/2023.05.31.542897,"Ehrhardt, Whitehead; 2023",3027742,"WBL012 6B, XBI002 0A","15946, 21089",GMR_50G08-x-GMR_23B05,"w[1118]; P{y[+t7.7] w[+mC]=R50G08-p65.AD}attP40; P{y[+t7.7] w[+mC]=R23B05-GAL4.DBD}attP2/TM6B, Tb[1]"
SS47204,Adult,Erica Ehrhardt,DI,1,N,Yes,No,10.1101/2023.05.31.542897,"Ehrhardt, Whitehead; 2023",3027731,"prosternal sensory, HBI007 8B",10611,GMR_67B01-x-VT013654,w[1118]; P{y[+t7.7] w[+mC]=R67B01-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT013654-GAL4.DBD}attP2
SS47214,Adult,Erica Ehrhardt,DI,2,N,No,No,10.1101/2023.05.31.542897,"Ehrhardt, Whitehead; 2023",3027746,"HBI004 8B, HBI006 8B, HBI007 8B","12947, 25470, 10611",GMR_75D06-x-GMR_67B01,"w[1118]; P{y[+t7.7] w[+mC]=R75D06-p65.AD}attP40; P{y[+t7.7] w[+mC]=R67B01-GAL4.DBD}attP2/TM6B, Tb[1]"
SS47215,Adult,Erica Ehrhardt,DI,2,N,No,No,10.1101/2023.05.31.542897,"Ehrhardt, Whitehead; 2023",3027740,"HBI005 8B, HBI006 8B, HBI007 8B, HBI009 8B, HBI019 3B","18055, 25470, 10611, 19386, 10183",GMR_75D06-x-GMR_75F06,w[1118]; P{y[+t7.7] w[+mC]=R75D06-p65.AD}attP40; P{y[+t7.7] w[+mC]=R75F06-GAL4.DBD}attP2
SS47219,Adult,Erica Ehrhardt,DI,1,N,Yes,No,10.1101/2023.05.31.542897,"Ehrhardt, Whitehead; 2023",3027733,"WBL030 3B, WBI018 11B, WBI019 11B","16142, 20190, 16248",GMR_92B11-x-VT063559,w[1118]; P{y[+t7.7] w[+mC]=VT063559-GAL4.DBD}attP2 PBac{y[+mDint2] w[+mC]=R92B11-p65.AD}VK00027
SS47222,Adult,Erica Ehrhardt,DI,1,N,Yes,No,10.1101/2023.05.31.542897,"Ehrhardt, Whitehead; 2023",3027738,"WBL030 3B, WBI018 11B, WBI019 11B","16142, 20190, 16248",GMR_92B11-x-GMR_38A07,w[1118]; P{y[+t7.7] w[+mC]=R38A07-GAL4.DBD}attP2 PBac{y[+mDint2] w[+mC]=R92B11-p65.AD}VK00027
SS48204,Adult,Erica Ehrhardt,DI,1,N,No,No,10.1101/2023.05.31.542897,"Ehrhardt, Whitehead; 2023",3027811,"WBI005 6A, WBI006 6A, WBI007 6A, WBI008 6A, WBI010 6A, WBI011 6A","29817, 28684, 13756, 26231, 39497, 17089",VT048835-x-GMR_85F12,"w[1118]; P{y[+t7.7] w[+mC]=VT048835-p65.AD}attP40/CyO, P{w[+mC]=2xTb[1]-RFP}CyO; P{y[+t7.7] w[+mC]=R85F12-GAL4.DBD}attP2/TM6B, Tb[1]"
SS48215,Adult,Jim Truman,Truman,1,N,Yes,No,10.1101/2023.05.31.542897,"Ehrhardt, Whitehead; 2023",3027805,"WUL013 11B, WUL014 11B","17679, 15175",VT006486-x-GMR_23B05,"w[1118]; P{y[+t7.7] w[+mC]=VT006486-p65.AD}attP40/CyO, P{w[+mC]=2xTb[1]-RFP}CyO; P{y[+t7.7] w[+mC]=R23B05-GAL4.DBD}attP2"
SS48221,Adult,DI,DI,1,N,No,No,10.1101/2023.05.31.542897,"Ehrhardt, Whitehead; 2023",3027684,"DNx01, ascending neuron, HBI019 3B",10183,VT007170-x-GMR_55H04,w[1118]; P{y[+t7.7] w[+mC]=VT007170-p65.AD}attP40; P{y[+t7.7] w[+mC]=R55H04-GAL4.DBD}attP2
SS48240,Adult,Erica Ehrhardt,DI,1,N,Yes,No,10.1101/2023.05.31.542897,"Ehrhardt, Whitehead; 2023",3028393,abdominal MN,,VT013670-x-VT001597,w[1118]; P{y[+t7.7] w[+mC]=VT013670-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT001597-GAL4.DBD}attP2
SS48247,Adult,Erica Ehrhardt,DI,1,N,Yes,No,10.1101/2023.05.31.542897,"Ehrhardt, Whitehead; 2023",3027777,abdominal MN,,VT013670-x-VT014340,"w[1118]; P{y[+t7.7] w[+mC]=VT013670-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT014340-GAL4.DBD}attP2/TM6B, Tb[1]"
SS48268,Adult,Erica Ehrhardt,DI,1,N,Yes,No,10.1101/2023.05.31.542897,"Ehrhardt, Whitehead; 2023",3029287,"T2VPM1 2A, WUL015 3B, WUL016 3B, WBL030 3B, WBL032 3B","15493, 20763, 22846, 16142, 13557",GMR_23B05-x-VT041298,w[1118]; P{y[+t7.7] w[+mC]=VT041298-GAL4.DBD}attP2 PBac{y[+mDint2] w[+mC]=R23B05-p65.AD}VK00027
SS48272,Adult,Jim Truman,Truman,2,N,No,No,10.1101/2023.05.31.542897,"Ehrhardt, Whitehead; 2023",3027783,"WBL009 12A, WBL010 12A, WBL011 12A","26736, 18452, 20452",GMR_26A08-x-VT041298,w[1118]; P{y[+t7.7] w[+mC]=R26A08-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT041298-GAL4.DBD}attP2
SS48287,Adult,DI,DI,1,N,Yes,No,10.1101/2023.05.31.542897,"Ehrhardt, Whitehead; 2023",3027767,"primary sensory, prosternal sensory",,GMR_50G08-x-VT042001,w[1118]; P{y[+t7.7] w[+mC]=R50G08-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT042001-GAL4.DBD}attP2
SS48305,Adult,Erica Ehrhardt,DI,4,N,No,No,10.1101/2023.05.31.542897,"Ehrhardt, Whitehead; 2023",3027796,leg bilateral interneuron,,GMR_92H07-x-GMR_52B02,w[1118]; P{y[+t7.7] w[+mC]=R92H07-p65.AD}attP40; P{y[+t7.7] w[+mC]=R52B02-GAL4.DBD}attP2
SS48619,Adult,Erica Ehrhardt,DI,1,N,No,No,10.1101/2023.05.31.542897,"Ehrhardt, Whitehead; 2023",3029463,NUI002 11B,15125,VT045281-x-VT030541,"w[1118]; P{y[+t7.7] w[+mC]=VT045281-p65.AD}attP40/CyO, P{2xTb[1]-RFP}CyO; P{y[+t7.7] w[+mC]=VT030541-GAL4.DBD}attP2"
SS48709,Adult,Erica Ehrhardt,DI,1,N,Yes,No,10.1101/2023.05.31.542897,"Ehrhardt, Whitehead; 2023",3031865,"HUI002 17A, HUI004 17A, HUI005 17A","35906, 23127, 18798",GMR_65D05-x-GMR_44H01,w[1118]; P{y[+t7.7] w[+mC]=R65D05-p65.AD}attP40; P{y[+t7.7] w[+mC]=R44H01-GAL4.DBD}attP2
SS49039,Adult,Erica Ehrhardt,DI,1,Y,No,No,10.1101/2023.05.31.542897,"Ehrhardt, Whitehead; 2023",3027965,hg3 MN,10931,VT042734-x-GMR_25C08,w[1118]; P{y[+t7.7] w[+mC]=VT042734-p65.AD}attP40; P{y[+t7.7] w[+mC]=R25C08-GAL4.DBD}attP2
SS49041,Adult,DI,DI,1,N,Yes,No,10.1101/2023.05.31.542897,"Ehrhardt, Whitehead; 2023",3027957,"WUL004 11B, WUL005 11B, WBL034 19B, WBL037 19B","28381, 26369, 14625, 14502",VT043294-x-VT013947,w[1118]; P{y[+t7.7] w[+mC]=VT043294-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT013947-GAL4.DBD}attP2
SS49042,Adult,Erica Ehrhardt,DI,1,N,Yes,No,10.1101/2023.05.31.542897,"Ehrhardt, Whitehead; 2023",3027959,"WUL003 11B, WUL005 11B","163051, 26369",VT043294-x-VT043015,w[1118]; P{y[+t7.7] w[+mC]=VT043294-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT043015-GAL4.DBD}attP2
SS49125,Adult,Erica Ehrhardt,DI,1,N,No,No,10.1101/2023.05.31.542897,"Ehrhardt, Whitehead; 2023",3031818,HUL010 3B,16244,GMR_48A03-x-VT021731,"w[1118]; P{y[+t7.7] w[+mC]=R48A03-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT021731-GAL4.DBD}attP2/TM6B, Tb[1]"
SS49766,Adult,Erica Ehrhardt,DI,1,N,Yes,No,10.1101/2023.05.31.542897,"Ehrhardt, Whitehead; 2023",3028039,"WUL012 17A, WBL013 17A","14309, 16116",VT050238-x-VT018838,w[1118]; P{y[+t7.7] w[+mC]=VT050238-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT018838-GAL4.DBD}attP2
SS49777,Adult,Erica Ehrhardt,DI,1,N,No,No,10.1101/2023.05.31.542897,"Ehrhardt, Whitehead; 2023",3028044,"PSI 18B, HBI001 18B, HBI002","11654, 16223, 23062",VT012768-x-GMR_75F06,w[1118]; P{y[+t7.7] w[+mC]=VT012768-p65.AD}attP40; P{y[+t7.7] w[+mC]=R75F06-GAL4.DBD}attP2
SS49778,Adult,Erica Ehrhardt,DI,1,N,Yes,No,10.1101/2023.05.31.542897,"Ehrhardt, Whitehead; 2023",3028006,"WUI001 3B, WUI002 3B","158944, 23027",VT029814-x-VT043294,w[1118]; P{y[+t7.7] w[+mC]=VT029814-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT043294-GAL4.DBD}attP2
